title,lemmatized_text
The Namesake,american born gogol son indian immigrant want fit among fellow new yorkers despite family unwillingness let go traditional way
James' Journey to Jerusalem,journey jerusalem young james learns meaning israeli
Five Minutes of Heaven,story former uvf member alistair little twenty five year little killed joe griffen brother medium arrange auspicious meeting two
Joy Ride 2: Dead Ahead,driving la vega bachelor party sister melissa fiance bobby kayla stop car gas station meet date nik guy met internet nik convinces take secondary road protest bobby car break find house middle nowhere decide take car parked house garage next city
Toolbox Murders,historic hollywood hotel house supernatural evil subdued decade renovation start series murder take place heroine solve mystery
Bukowski: Born Into This,director john dullaghan biographical documentary infamous poet charles bukowski bukowski born much touching portrait author expo sordid lifestyle interspersed ample vintage footage bukowski poetry reading interview poet fan including legendary figure lawrence ferlinghetti joyce fante wife john bono harry dean stanton filmed grainy black white bukowski friend taylor hackford due lack funding old film edited movie paint bukowski life boozing brawling romantically securing bukowski legendary status
An Evening with Kevin Smith 2: Evening Harder,second q amp kevin smith enters home fan toronto london
Coal Miner's Daughter,biography loretta lynn country western singer came poverty fame
Barcelona,uptight ted boynton salesman working barcelona office chicago based company receives unexpected visit cousin fred naval officer come spain public relation mission u fleet exactly friend past ted fred strike relationship woman spanish city experience conflict ted employer fred barcelona community
Hellboy Animated: Sword of Storms,folklore professor becomes unwittingly possessed ancient japanese demon thunder lightning bureau paranormal research defense dispatch team agent investigate cursed samurai sword sends hellboy supernatural dimension ghost monster feudal mayhem pyrokinetic liz sherman fishboy abe sapien battle one pissed dragon lost cranky hellboy must find way home
Texas Chainsaw Massacre: The Next Generation,everyone favorite chainsaw wielding psychopath leatherface back prom night gore time joined bloodthirsty family four stranded yet carefree teen taken backwoods family clueless host family grisly habit terrified youth including sweet jenny try escape leatherface crazed clan including bionic vilmer
